最 合 适	-11.6508	190	0.183186	275	0.179829	167	0.144978	261	0.128371	454	0.102263	308	0.0923411	156	0.0849477	398	0.0840846
十 八 大	-11.6537	184	0.231062	380	0.125076	295	0.117349	23	0.112495	361	0.111334	447	0.106405	0	0.102234	231	0.0940453
连 接 器	-11.6585	249	0.178192	296	0.136272	39	0.124536	122	0.120564	27	0.11747	134	0.111812	186	0.107358	244	0.103796
装 修 公 司	-11.6617	41	0.146938	395	0.141247	448	0.13617	303	0.134106	427	0.12351	40	0.108188	195	0.105474	281	0.104366
胡 萝 卜	-11.6651	299	0.17208	423	0.150754	273	0.118175	254	0.116844	11	0.11153	389	0.110686	182	0.110401	506	0.109529
钓 鱼 岛	-11.6695	500	0.198145	164	0.143067	433	0.118754	194	0.111757	269	0.109069	290	0.108326	321	0.106901	126	0.103982
战 略 性	-11.6729	21	0.139417	156	0.13901	113	0.128412	100	0.127612	348	0.120305	4	0.117007	470	0.114286	438	0.113952
甲 状 腺	-11.677	99	0.190139	306	0.141514	498	0.141433	236	0.118408	486	0.117012	305	0.115031	415	0.0959672	387	0.0804965
陈 冠 希	-11.6798	313	0.217052	368	0.117932	153	0.114775	187	0.113144	203	0.112528	505	0.109865	312	0.108344	35	0.10636
轨 道 交 通	-11.683	255	0.143104	450	0.141718	4	0.130794	348	0.129637	212	0.119965	130	0.116311	417	0.114103	470	0.104367
王 先 生	-11.6891	421	0.207613	322	0.133918	203	0.1225	234	0.113227	107	0.109844	427	0.107919	141	0.103379	187	0.1016
无 痛 人 流	-11.6926	305	0.232869	184	0.184757	498	0.11345	395	0.0993602	41	0.097295	468	0.0912244	160	0.0912193	415	0.0898249
普 洱 茶	-11.6973	166	0.248334	254	0.136022	442	0.120833	389	0.104762	182	0.102178	477	0.0978914	196	0.0969841	406	0.0929947
野 生 动 物	-11.6992	509	0.183922	10	0.137979	216	0.125772	74	0.11724	115	0.11541	69	0.107645	129	0.10657	298	0.105461
产 品 线	-11.7032	100	0.17539	260	0.126941	33	0.120436	295	0.120167	324	0.120125	370	0.114081	189	0.111467	383	0.111394
